weight,gripForce
81.1,62.5
61.3,40.7
53.8,26.0
65.1,47.5
80.3,61.1
65.5,33.5
52.5,40.4
68.1,38.0
5.3,26.2
49.4,38.9
51.8,30.7
90.0,59.6
68.2,58.1
49.1,33.2
54.9,24.0
71.0,52.1
49.7,34.0
60.1,51.7
78.6,56.6
86.1,49.3
48.4,25.3
69.2,58.9
86.0,47.2
61.0,25.4
43.2,34.6
1.4,41.0
85.3,48.5
76.6,54.5
73.2,46.9
76.8,24.4
82.8,51.6
71.0,47.9
77.7,66.7
61.3,36.1
54.2,42.7
68.6,47.6
76.4,191.95465
65.6,60.1
71.6,52.9
53.0,25.6
91.7,34.3
89.8,54.2
47.8,31.0
50.7,13.6
51.4,29.3
60.4,37.4
60.0,31.6
60.4,34.1
79.0,64.7
54.3,28.4
82.4,43.2
60.1,51.7
57.3,46.4
68.3,52.6
86.1,44.2
68.3,169.0183
64.4,160.41249
59.8,56.4
69.7,43.3
51.1,20.5
58.4,34.4
192.0,34.6
56.6,39.1
71.3,50.8
55.8,40.0
47.8,21.6
64.5,30.7
1.2,34.4
43.6,31.6
58.6,42.4
67.5,46.4
41.3,22.8
51.9,28.0
61.0,147.98494
58.8,28.2
72.8,34.2
68.0,54.8
82.6,57.2
67.4,46.9
62.0,42.8
54.1,28.4
77.9,59.4
69.7,45.4
60.5,40.4
94.4,64.1
66.6,31.0
73.8,64.6
79.0,61.3
4.4,25.9
56.4,27.2
60.1,34.4
191.0,55.4
80.5,53.8
57.7,194.34607
48.9,27.2
78.4,62.9
63.4,48.2
76.7,44.6
62.4,29.9
65.6,54.5
80.1,52.8
59.6,36.4
74.3,47.9
78.5,49.7
77.5,39.4
46.2,25.2
nan,28.0
87.1,42.2
71.2,33.6
5.1,59.4
81.5,51.8
75.5,53.8
79.6,51.6
74.6,50.9
91.7,59.3
1.6,49.1
47.3,33.5
74.8,68.2
64.5,62.2
65.6,34.4
69.7,52.7
56.8,130.18427
98.1,71.5
72.7,51.7
75.7,63.7
62.5,52.6
81.8,54.4
69.9,33.5
82.0,46.7
49.6,22.8
85.0,63.5
72.3,53.2
74.5,67.9
90.3,43.8
55.5,27.8
61.6,183.78735
60.9,49.4
74.5,57.1
64.2,36.2
74.3,56.8
65.3,24.6
64.6,37.7
66.9,52.7
58.0,37.1
68.2,57.1
63.3,48.5
72.2,45.5
64.5,45.6
72.0,57.0
66.0,58.2
84.0,72.0
75.8,47.9
64.2,35.9
57.4,31.6
53.8,28.4
62.2,43.8
68.5,48.1
46.1,25.9
156.6,55.2
108.5,38.6
75.1,57.4
74.9,57.8
54.2,40.8
58.4,34.6
66.8,123.590576
73.2,32.6
58.5,39.0
56.8,34.6
75.6,48.7
55.3,23.3
44.1,28.7
2.8,45.7
70.6,62.5
69.5,57.1
100.1,42.1
0.4,31.2
52.4,31.2
74.9,35.3
61.3,43.4
64.0,43.3
69.9,43.6
81.2,50.9
71.2,40.7
79.4,28.2
87.0,47.9
80.6,57.8
76.8,58.0
76.1,63.5
68.9,45.4
77.3,53.8
75.0,58.1
80.2,53.5
46.2,28.7
71.4,44.6
53.6,36.2
62.5,48.4
175.3,29.8
65.6,53.0
57.3,32.0
48.2,19.4
86.4,53.9
56.2,31.8
57.0,42.8
1.1,55.2
90.9,42.6
76.4,54.8
67.9,40.8
71.9,51.1
68.8,54.5
62.1,40.1
93.1,153.57855
71.7,60.6
60.7,34.6
54.0,31.7
74.7,59.4
67.8,50.2
52.2,31.7
72.5,61.1
51.8,34.3
66.2,40.3
62.2,49.1
50.2,28.2
74.9,48.6
51.5,32.0
94.4,60.5
82.7,183.82303
53.5,38.2
69.4,175.45593
50.1,28.4
67.1,54.5
61.7,41.9
67.2,31.1
65.8,47.3
52.9,36.8
63.8,55.7
67.0,43.7
75.3,53.2
68.9,58.8
70.3,44.0
54.6,27.4
70.4,40.1
78.4,59.9
68.2,57.1
71.1,49.4
71.5,53.2
51.6,29.9
67.9,45.7
59.3,50.3
55.7,30.0
52.1,24.6
10.0,54.6
50.9,36.6
56.5,39.4
68.1,149.70055
66.5,35.5
65.0,56.4
64.5,26.0
56.8,30.4
68.1,45.8
76.1,48.2
74.0,56.0
58.2,40.0
103.4,81.1
8.4,36.6
96.4,49.8
48.1,30.4
51.2,32.9
50.2,28.9
61.3,38.5
55.1,26.9
nan,36.7
49.7,34.7
71.2,51.1
61.1,30.1
53.6,31.1
79.6,22.4
93.4,63.0
56.4,30.0
63.7,43.6
36.5,54.8
73.6,43.8
80.1,55.7
72.8,45.2
63.2,29.2
67.0,189.9679
63.1,52.2
47.7,30.6
6.8,155.6542
71.0,58.0
41.6,28.1
67.8,37.2
3.8,34.9
67.7,32.6
40.9,27.7
5.7,29.0
74.9,43.9
65.9,39.5
63.9,53.2
50.9,30.7
nan,27.2
64.7,43.3
69.1,55.0
65.6,55.1
54.2,35.5
67.5,45.5
75.5,53.9
51.8,31.4
57.5,32.2
83.3,49.1
54.6,32.5
65.0,51.5
81.0,49.9
101.6,52.2
65.4,48.2
75.3,129.65259
64.6,26.5
62.2,32.2
48.7,25.6
70.6,45.7
59.3,36.7
198.1,36.1
57.6,29.3
58.6,43.8
77.8,64.9
52.6,25.8
199.6,51.7
67.5,43.9
66.6,56.6
66.0,44.8
46.5,23.6
53.6,30.5
67.7,37.7
43.9,25.2
0.0,59.3
55.0,32.3
72.1,40.3
53.7,20.3
55.4,138.7783
62.8,30.4
169.4,32.8
68.8,51.7
52.7,28.7
51.7,31.6
69.0,54.1
77.3,58.1
41.4,20.4
199.2,66.2
78.2,42.2
47.7,32.2
178.2,57.5
96.4,60.1
47.6,127.3702
52.8,39.2
56.7,29.9
59.8,32.0
56.4,159.76036
67.1,48.5
48.6,33.0
75.8,72.0
56.3,28.2
81.1,53.0
57.0,28.1
60.5,26.3
66.5,33.2
77.7,57.8
71.3,50.3
83.5,69.5
59.9,36.5
52.2,23.4
76.0,45.5
65.8,43.6
72.9,61.3
60.7,28.2
56.9,31.3
88.2,63.8
63.4,36.2
119.8,58.1
63.3,28.6
51.4,26.9
53.0,19.8
98.5,56.3
69.5,58.3
52.6,119.73405
93.4,47.5
65.8,45.4
70.6,57.7
74.9,57.4
68.0,152.37357
54.2,22.0
53.3,41.8
64.0,63.1
75.4,58.6
79.6,64.7
72.7,47.9
73.5,53.2
69.9,62.9
72.3,59.5
75.7,56.9
58.0,30.0
60.4,42.1
101.8,53.6
56.8,39.1
63.7,57.6
79.0,48.7
76.4,72.4
63.0,34.1
70.0,52.7
71.7,49.4
50.5,26.4
50.2,33.7
64.6,37.0
82.2,52.6
1.3,40.9
52.1,27.1
83.9,57.1
48.9,37.0
52.8,29.4
67.3,38.8
85.0,62.4
82.5,40.0
65.4,55.2
71.4,34.3
63.5,59.6
94.1,58.8
nan,148.65363
52.5,36.1
50.3,32.2
187.9,54.4
59.7,31.6
62.2,39.0
91.4,57.2
53.3,26.3
66.3,33.7
82.6,40.8
49.5,23.6
63.2,45.7
nan,42.1
56.0,31.0
73.4,49.1
60.9,27.5
68.0,60.6
82.3,68.3
53.3,33.5
74.6,55.1
74.1,39.8
66.2,48.7
68.5,53.2
72.0,53.2
57.0,18.8
6.4,18.8
50.8,17.2
76.0,194.92322
62.9,27.2
85.0,61.4
190.6,31.7
54.8,33.5
66.6,56.6
55.0,31.1
51.0,31.1
79.5,45.7
0.5,22.4
70.4,56.5
68.8,12.5
58.6,39.0
57.8,35.3
59.1,31.7
63.1,35.5
54.3,34.6
73.7,57.1
78.3,51.0
72.4,51.4
66.2,42.5
59.0,23.5
76.9,126.44767
86.8,59.2
45.4,23.3
182.1,27.5
83.3,54.2
75.3,57.5
64.9,35.6
78.7,46.0
196.0,31.8
45.3,23.4
60.3,45.2
68.7,42.4
73.7,39.7
78.3,55.4
80.8,64.4
2.6,55.7
91.9,25.6
77.4,62.5
61.3,49.6
54.9,25.6
72.0,43.7
67.3,49.6
66.8,55.4
52.2,32.0
71.5,46.4
78.4,54.8
48.5,27.6
65.3,47.8
77.1,56.5
75.1,103.91635
66.5,50.3
65.1,41.9
58.4,31.8
54.5,28.2
55.7,25.4
76.4,168.95074
50.5,31.8
64.5,48.2
61.5,43.1
64.5,43.9
73.4,61.1
73.5,44.9
77.0,65.3
80.9,40.2
86.9,68.9
52.9,26.8
164.1,60.0
88.5,57.8
61.5,43.0
78.6,46.6
74.5,63.2
70.3,45.7
58.2,27.7
77.7,35.2
58.5,41.6
98.5,57.5
58.9,34.4
58.8,30.5
89.0,64.1
74.5,53.2
74.3,52.9
75.3,70.1
72.5,51.8
66.8,39.1
50.2,22.1
178.9,68.2
185.1,32.0
3.0,44.8
66.2,56.8
66.7,60.4
55.6,27.6
65.3,52.1
58.4,60.0
54.6,30.8
82.0,51.4
194.9,51.2
63.8,43.2
58.2,37.1
182.0,22.4
73.9,45.2
62.8,60.8
57.0,157.62808
65.4,56.8
58.6,32.8
90.6,73.9
71.3,37.3
52.5,30.7
85.1,71.3
80.0,54.2
53.1,33.8
61.1,38.8
77.3,63.7
71.8,56.0
74.3,47.6
59.9,37.9
87.2,63.6
72.6,59.0
54.7,43.9
49.1,25.9
80.4,43.6
72.9,69.7
178.7,62.2
81.7,49.4
72.4,128.00467
78.7,188.21733
52.3,34.3
63.7,25.0
71.3,41.4
53.4,29.9
67.1,50.4
49.7,29.4
61.6,57.5
80.8,65.0
69.0,47.3
44.8,24.7
55.9,37.6
150.8,40.3
56.8,40.7
53.8,33.6
60.9,39.4
72.8,36.8
49.9,14.5
55.5,26.0
82.0,54.1
86.1,53.9
58.8,36.7
59.0,35.3
54.8,32.4
85.6,71.8
59.9,29.8
84.0,58.6
66.8,45.8
64.2,120.9027
74.5,52.0
50.0,33.5
62.9,45.2
77.0,51.6
0.5,38.5
56.0,52.3
66.5,47.5
64.3,50.4
64.4,149.24355
79.1,49.0
76.5,53.9
55.6,33.4
85.4,67.0
50.5,29.0
66.0,48.7
74.1,54.5
57.5,51.6
49.1,30.8
74.0,51.6
85.9,63.6
64.6,49.0
59.3,39.0
77.0,65.8
63.4,53.0
99.4,70.3
49.9,27.4
70.2,188.07654
50.0,21.8
57.3,26.9
nan,43.9
60.6,143.41422
77.2,61.3
89.0,56.0
63.2,46.0
68.9,53.6
67.9,28.3
58.5,36.0
60.8,30.7
53.6,32.5
78.3,52.2
70.4,48.1
84.5,57.0
8.8,59.4
54.8,49.9
46.7,36.2
66.8,34.2
68.1,49.6
47.2,27.0
81.8,65.8
78.5,61.6
75.0,51.6
68.1,47.6
68.2,168.62189
74.3,56.5
72.5,48.4
52.7,25.3
52.4,31.1
57.0,185.98346
42.1,25.9
83.3,54.2
nan,28.8
55.9,34.2
60.1,34.2
161.1,58.8
163.2,46.9
154.9,61.3
80.9,70.2
54.5,30.0
70.2,48.1
100.6,51.1
51.3,25.3
69.0,44.8
168.3,46.0
83.6,55.4
64.2,34.4
71.8,47.5
55.5,26.6
81.4,31.8
52.3,45.6
67.1,53.8
76.5,66.5
68.5,43.7
84.2,54.6
52.5,22.9
88.3,57.7
47.9,21.1
62.4,43.1
56.9,37.2
91.5,54.1
66.0,66.2
61.2,52.0
86.0,75.6
47.6,24.8
66.1,65.8
71.7,51.2
69.5,57.8
93.8,52.3
71.7,47.9
73.2,64.7
49.8,16.0
75.2,57.7
61.2,47.3
47.3,29.3
5.8,31.9
35.9,26.0
66.3,56.6
48.8,50.2
68.7,46.8
58.7,34.0
47.0,24.6
nan,53.4
52.2,36.8
75.7,40.7
46.7,25.4
74.5,56.5
66.5,57.5
76.5,53.0
46.6,27.7
75.7,52.6
59.0,31.4
80.3,55.7
6.8,52.9
74.9,47.9
82.8,49.6
69.9,40.1
66.5,19.4
78.7,57.8
196.4,55.3
53.8,33.1
60.6,45.2
54.9,24.6
83.3,49.2
73.8,50.9
62.5,189.13254
65.3,53.8
62.5,34.8
56.3,32.9
46.0,31.9
69.7,54.2
80.7,41.2
74.4,51.1
nan,48.2
68.3,48.0
61.2,43.3
61.2,22.8
83.7,41.6
49.5,37.7
85.8,56.8
74.3,54.0
73.7,50.9
71.2,55.1
62.6,37.6
66.0,30.2
61.3,24.1
53.6,184.90002
91.3,76.8
57.9,27.0
87.2,45.2
47.5,26.3
61.4,35.3
63.2,44.4
70.0,47.4
60.2,101.176285
73.5,36.8
66.4,58.8
71.3,66.1
50.0,28.3
5.1,31.0
70.5,51.6
72.7,55.8
57.9,46.9
75.8,48.1
76.0,151.94347
77.2,45.4
185.1,44.9
33.7,8.0
58.8,32.5
69.2,57.1
52.9,29.2
8.6,54.6
58.2,25.2
2.1,55.6
52.2,27.1
46.1,26.9
60.6,33.0
76.9,46.6
67.1,42.2
74.4,35.6
86.6,58.0
64.4,30.1
57.5,28.9
77.4,60.6
74.9,53.9
54.2,21.8
66.4,47.3
72.4,45.1
73.2,49.0
85.5,30.8
58.4,30.5
61.0,119.52111
73.3,52.6
166.8,58.0
73.9,44.4
106.9,52.2
51.8,34.6
56.1,29.9
96.4,49.7
72.3,53.4
83.4,52.6
71.1,34.0
67.2,46.9
72.1,49.0
48.6,26.6
8.8,39.4
73.0,55.4
72.3,55.9
73.6,177.34561
74.0,47.6
83.3,57.7
84.5,48.4
69.3,32.0
58.8,41.3
78.2,49.0
83.3,50.6
59.2,35.0
77.5,56.8
68.7,46.0
66.4,42.8
55.8,27.6
73.3,56.5
79.1,61.7
63.0,34.7
50.0,32.9
81.1,49.1
74.9,45.0
58.2,42.5
74.8,46.7
76.2,40.9
185.7,45.6
69.2,47.2
83.1,60.7
nan,58.4
71.3,33.6
56.1,172.53496
80.6,57.0
71.7,64.1
75.4,55.8
60.1,33.4
48.2,27.8
59.1,30.2
159.3,27.7
50.6,26.2
65.6,175.64873
73.6,119.48364
54.5,28.3
nan,45.8
62.2,38.9
73.0,43.6
79.1,50.4
87.0,68.4
72.6,35.3
62.0,30.8
59.6,46.9
52.2,35.6
84.2,49.1
80.5,48.5
64.8,26.3
81.5,154.78937
52.8,31.2
52.6,30.2
57.0,30.2
70.1,46.7
50.7,27.5
78.8,39.7
63.3,33.7
71.6,62.6
67.4,51.5
73.9,52.7
73.2,55.1
73.1,54.1
64.6,46.7
49.4,27.6
71.7,64.7
56.7,30.7
50.9,26.8
84.2,52.2
56.7,26.6
79.6,53.9
55.9,30.7
74.5,56.2
92.7,64.2
85.2,110.18592
74.0,37.4
74.8,59.6
67.6,47.9
73.9,54.8
49.3,35.6
185.6,50.9
69.6,48.7
79.6,54.6
57.2,29.6
48.0,23.6
58.9,32.0
53.5,31.2
66.6,32.5
54.5,33.0
73.5,52.4
79.8,56.2
81.8,51.2
73.9,60.5
56.9,40.0
55.1,36.8
70.9,44.2
58.5,37.2
76.0,68.9
64.6,35.3
66.5,29.6
74.3,57.6
66.7,45.7
62.4,49.1
88.8,50.5
63.2,46.0
74.0,45.2
8.4,54.2
69.3,43.8
88.2,48.0
69.6,43.4
64.7,33.0
151.2,59.5
60.7,41.6
47.0,138.0792
81.4,48.1
86.6,35.6
59.5,50.8
50.9,26.9
54.1,27.7
66.0,34.7
67.9,53.0
63.4,46.7
57.5,30.6
6.4,51.2
79.7,29.3
156.7,55.6
65.1,59.2
79.6,43.3
78.3,55.7
3.7,35.3
62.5,37.8
49.7,26.6
72.1,45.7
64.1,41.6
69.2,62.8
72.5,58.9
77.8,49.2
59.9,46.3
70.3,58.8
68.3,46.3
73.8,44.2
8.4,28.3
54.7,27.0
52.5,25.7
64.3,47.5
48.8,26.4
82.4,46.8
79.5,51.0
78.9,48.1
53.9,36.4
71.6,44.0
64.0,48.5
64.0,37.0
68.0,51.1
74.1,44.5
3.3,51.6
46.4,28.3
67.6,51.0
68.8,60.6
185.6,21.7
60.8,39.7
84.3,59.3
2.5,33.4
62.3,43.7
72.7,67.9
59.4,39.6
73.4,42.4
66.5,48.5
49.4,30.2
56.5,41.0
71.8,55.9
81.6,60.0
70.4,170.8574
45.5,28.1
55.1,30.2
51.3,26.8
53.0,34.9
59.9,42.0
67.5,32.9
4.8,36.7
52.0,23.3
83.1,52.3
58.4,28.4
74.1,39.2
61.1,35.4
66.1,47.5
71.0,44.6
62.4,43.0
88.4,47.9
79.4,66.1
65.8,67.6
70.0,56.0
75.0,47.5
52.4,27.0
6.5,42.4
77.6,63.5
91.6,56.8
52.7,34.6
75.4,38.9
72.6,45.4
74.4,52.1
62.6,52.0
56.3,31.0
67.4,38.6
62.6,56.2
1.1,58.8
60.4,34.8
58.1,32.5
83.0,64.6
59.7,35.0
82.0,52.6
75.0,63.4
5.5,28.2
68.9,50.8
59.8,34.7
74.0,63.5
60.7,36.5
62.7,49.6
67.6,52.3
nan,47.6
63.7,34.1
57.6,178.3303
73.8,59.5
70.1,43.8
63.4,47.4
57.1,51.1
66.4,30.1
75.4,46.0
8.5,53.8
58.2,35.4
75.5,48.7
68.6,36.5
64.9,45.5
52.6,30.8
80.5,56.0
49.7,28.4
52.8,24.4
50.8,34.1
81.2,48.2
75.7,64.3
56.1,46.9
73.0,53.3
72.2,63.6
78.0,51.2
52.6,106.81798
60.3,47.0
72.7,56.4
64.4,153.92024
51.4,26.4
65.7,50.3
52.7,22.9
55.1,21.4
57.7,53.5
54.6,29.4
63.2,154.97002
57.0,31.1
53.0,156.76341
51.6,47.6
75.9,54.7
45.0,29.2
68.8,39.4
63.0,52.2
78.5,59.6
86.2,59.3
72.2,60.0
58.5,28.4
64.9,48.1
77.6,57.4
75.3,49.7
75.1,145.10614
76.1,39.6
81.9,55.2
65.6,33.7
61.4,41.6
67.8,52.2
62.3,26.9
70.6,187.48126
46.9,28.9
69.0,44.3
72.4,67.7
65.8,40.7
65.3,45.8
57.0,32.0
72.8,56.3
72.3,40.1
78.9,54.7
78.1,44.6
70.7,60.0
76.0,111.495255
65.2,45.4
53.0,34.7
76.7,52.3
184.4,47.9
84.0,62.8
75.1,57.2
50.1,30.8
60.5,30.8
155.0,35.3
76.2,50.4
48.0,24.5
71.4,61.2
73.4,55.7
70.5,42.6
69.0,43.7
76.4,43.7
84.4,64.9
69.1,53.9
76.6,48.7
67.5,42.0
66.1,62.3
52.8,25.9
74.3,56.9
62.8,23.0
48.2,22.6
68.7,58.9
52.3,26.5
69.5,51.2
nan,150.78757
64.7,47.9
61.7,30.4
77.9,73.1
56.0,37.3
91.0,51.4
58.3,30.4
nan,60.1
67.1,44.4
48.6,35.5
72.4,51.0
66.0,56.4
65.7,43.6
79.4,42.4
64.4,32.0
53.8,33.4
64.6,58.9
78.0,59.9
73.9,57.0
83.0,53.8
63.8,40.2
87.9,58.4
58.5,194.48167
72.0,48.7
78.1,47.0
63.7,24.8
52.2,26.3
78.1,46.9
75.8,40.1
62.0,28.1
69.9,57.1
59.4,46.7
64.4,29.9
46.6,26.3
81.7,51.0
73.7,56.6
79.5,52.2
90.1,71.5
55.4,25.0
96.0,64.1
49.1,30.4
53.3,30.6
nan,39.4
108.9,55.9
195.6,47.3
90.5,44.8
52.9,140.3447
77.6,32.2
72.8,44.4
nan,58.3
55.0,33.6
50.2,22.4
98.8,57.1
76.0,57.8
60.5,38.5
58.9,37.8
63.9,51.2
114.8,59.4
57.0,34.0
47.2,30.8
72.0,33.7
92.4,63.6
69.5,66.1
81.6,54.0
69.1,29.9
71.6,54.8
93.4,76.3
66.8,103.91466
58.8,33.5
53.3,39.5
0.7,32.8
53.5,31.1
178.2,31.9
108.8,61.0
57.0,25.6
63.3,44.2
78.0,49.6
64.4,35.0
58.5,25.0
55.4,181.67749
61.6,29.5
49.1,38.5
55.9,26.9
83.9,163.56224
199.4,66.2
41.7,25.7
68.1,34.4
67.4,51.1
62.9,51.4
62.4,29.5
72.7,109.07309
64.8,50.4
55.7,31.6
54.2,29.9
69.3,44.9
7.6,84.5
60.8,46.3
54.0,32.2
74.5,50.5
6.3,47.3
63.4,57.1
55.0,48.1
67.1,61.4
50.5,32.5
81.6,47.4
58.5,33.8
52.6,39.7
63.8,27.8
86.4,66.1
53.7,33.7
67.1,53.5
73.3,47.2
63.0,52.0
69.0,50.8
51.5,31.9
74.4,55.3
65.5,56.6
81.9,57.4
65.8,44.0
63.6,48.4
83.4,37.7
61.6,50.0
79.2,36.5
78.4,54.5
75.5,57.6
73.2,44.8
57.6,49.1
59.8,31.1
69.7,51.6
69.4,44.9
52.7,34.7
76.7,179.81999
57.6,35.2
63.0,35.9
54.2,35.4
169.8,154.431
79.0,57.6
79.6,64.6
76.9,61.3
79.2,53.2
83.0,40.9
47.1,37.3
70.7,53.3
181.0,42.5
nan,55.6
68.0,52.8
72.2,22.4
68.4,52.8
93.1,43.6
61.3,30.5
88.2,56.5
62.3,30.2
84.2,63.4
52.2,28.0
61.5,25.3
96.3,32.6
179.3,45.8
67.6,50.8
80.7,51.8
61.4,38.3
76.4,61.8
78.0,67.3
66.3,51.4
61.0,21.1
75.3,53.0
75.2,32.5
66.9,48.6
80.9,59.9
70.0,41.0
64.0,41.5
59.0,42.8
74.9,51.2
72.5,36.4
52.1,30.8
71.5,52.7
68.3,52.0
68.4,57.4
58.2,35.9
59.1,47.5
60.7,33.5
66.9,46.7
73.4,53.5
46.3,28.9
55.3,24.8
165.8,51.6
60.4,22.2
62.5,48.6
85.7,47.2
61.5,45.2
63.1,59.9
78.2,68.4
81.5,50.2
73.4,58.8
49.2,25.7
71.0,55.7
93.8,57.8
75.9,42.2
70.6,61.1
59.2,36.7
58.1,26.8
60.6,51.0
55.8,24.8
81.8,57.1
52.0,28.8
73.5,39.5
76.1,41.4
58.5,28.1
70.0,51.2
82.9,49.7
55.0,36.8
65.2,57.8
76.0,48.2
55.2,29.3
59.4,36.1
82.1,50.8
73.1,54.2
82.3,59.3
55.8,42.1
58.1,45.5
95.4,64.6
61.4,37.6
64.7,46.4
81.6,57.4
70.1,44.0
73.2,45.1
74.9,59.2
65.8,38.8
0.1,57.0
63.6,149.32779
60.8,36.5
68.6,54.8
76.1,70.4
80.7,62.3
70.3,47.4
62.3,48.0
3.4,35.6
80.2,51.6
5.8,34.0
56.9,119.4763
72.9,33.1
7.4,68.4
48.3,36.0
61.4,41.8
49.6,28.1
71.4,52.9
66.1,36.4
50.3,26.3
64.1,44.2
77.9,39.1
65.0,60.2
1.6,22.6
59.5,29.4
70.6,59.6
nan,32.4
45.7,118.73647
66.2,49.6
78.0,38.8
61.1,28.3
72.0,50.9
84.4,54.4
68.8,34.8
56.2,29.9
69.2,44.0
66.1,44.0
58.1,28.6
64.0,52.8
59.6,31.3
73.5,59.4
55.6,20.6
78.9,57.0
80.9,34.1
9.7,47.9
70.8,49.0
47.6,31.4
71.0,45.7
51.0,31.1
196.1,42.4
173.9,48.4
48.9,32.3
75.3,52.4
51.3,191.46951
68.9,51.5
87.0,198.35011
5.8,39.1
61.0,33.8
89.2,53.5
74.9,49.1
42.3,19.7
67.3,39.5
52.1,31.2
70.9,62.8
86.3,59.3
82.3,58.2
60.7,31.1
55.8,32.4
54.4,33.7
71.8,43.1
9.7,174.60336
83.4,45.6
76.8,123.105064
69.5,46.6
60.6,33.8
75.6,41.0
68.9,41.2
70.4,32.0
61.1,28.2
55.5,26.2
79.4,55.0
60.6,28.2
86.2,65.4
164.4,47.4
66.4,41.6
89.3,58.6
73.3,49.3
60.2,26.2
62.3,31.9
68.8,62.4
81.0,41.6
67.9,60.7
54.0,34.1
nan,65.9
63.5,48.1
73.1,44.4
53.3,38.8
76.2,56.6
69.8,42.2
69.8,51.2
67.1,53.4
68.2,55.2
64.6,31.2
74.6,20.0
75.7,61.8
54.6,23.6
90.3,52.2
78.8,60.1
78.6,50.6
58.7,36.8
71.1,31.6
74.7,50.5
91.7,54.5
57.2,164.32034
67.8,38.3
67.8,55.8
71.7,53.2
8.5,29.5
150.5,30.5
71.0,44.6
80.9,51.8
54.8,29.9
63.8,29.5
68.7,45.2
66.7,47.5
51.8,35.3
68.7,26.6
63.7,43.3
67.6,48.5
62.3,40.0
71.3,47.3
63.1,49.6
70.7,61.6
64.9,60.7
55.0,31.0
63.7,46.0
51.9,27.5
56.3,36.4
3.3,22.7
52.5,33.5
56.1,34.6
80.2,53.2
58.0,37.9
48.2,32.4
70.5,45.6
52.0,32.4
73.6,61.8
66.1,43.1
197.1,40.0
67.9,43.6
62.1,47.3
63.4,50.0
61.6,52.2
169.1,37.6
58.2,32.0
52.7,42.6
67.9,31.2
87.0,60.4
63.1,46.4
65.4,41.2
40.8,12.2
55.8,30.6
59.1,46.9
66.0,48.7
51.8,33.2
68.3,42.1
66.0,181.87279
77.9,57.0
72.5,58.8
93.4,66.1
82.5,46.1
153.1,55.1
79.1,55.3
57.5,28.6
60.4,40.0
47.8,34.6
56.7,33.2
73.1,55.2
56.0,28.4
72.7,48.4
64.9,54.6
72.7,46.7
61.3,33.0
83.9,59.3
7.7,117.275185
61.0,38.9
69.3,61.6
51.6,26.6
59.5,50.8
49.0,26.6
152.3,43.0
186.6,33.0
73.8,37.2
52.3,153.34956
56.5,21.2
61.6,45.1
67.4,69.7
50.5,28.6
58.4,39.1
80.5,61.2
59.0,27.6
68.3,57.7
54.9,144.57564
61.0,27.1
59.7,44.2
60.8,52.6
4.5,40.0
73.3,63.0
48.0,26.8
55.4,24.1
58.1,27.6
73.9,51.5
73.5,48.4
60.9,28.6
67.7,46.1
74.6,46.9
56.9,37.2
76.5,33.8
51.5,26.4
1.0,39.5
69.3,55.4
65.3,39.7
75.1,42.2
71.3,50.9
74.3,52.3
73.0,63.5
8.0,27.1
67.3,57.1
87.3,53.0
49.6,28.0
46.3,20.9
56.3,37.0
48.8,29.3
181.3,42.6
70.1,59.3
49.4,32.8
50.0,29.2
77.5,56.3
62.7,28.8
54.7,36.7
61.0,25.0
80.7,42.0
53.5,36.4
194.3,34.6
54.9,39.8
77.6,52.7
61.5,70.9
93.4,39.4
80.2,57.1
63.7,38.6
71.3,50.2
69.8,44.6
75.6,42.8
62.2,47.2
50.8,32.2
69.0,43.9
75.8,54.1
81.1,68.9
90.7,31.3
82.4,55.9
47.7,28.7
86.7,55.0
79.4,46.0
69.8,47.5
79.1,55.6
64.4,37.7
102.2,47.3
78.1,53.8
50.8,24.6
69.8,44.0
79.7,55.3
69.4,56.9
9.5,55.7
51.9,28.2
51.7,34.8
77.1,52.7
62.4,21.6
5.2,125.89875
69.0,34.0
68.9,29.9
54.0,134.73251
61.4,44.5
60.3,31.2
60.3,33.1
98.9,54.8
70.0,57.2
74.3,48.5
61.1,29.8
57.3,33.4
48.4,185.46324
59.4,25.0
77.0,46.8
55.2,31.1
52.8,33.7
76.6,53.5
68.7,51.2
70.1,66.6
65.9,48.5
75.0,47.2
104.5,68.0
72.2,50.4
69.5,48.7
89.9,41.2
78.7,49.4
65.2,46.3
55.6,50.0
52.0,29.9
71.7,58.7
89.7,55.0
57.6,44.0
76.0,56.9
79.1,59.2
62.8,51.7
75.5,37.9
80.3,41.3
67.1,37.1
80.2,63.0
61.7,28.3
68.2,60.5
64.7,56.3
49.6,28.2
54.8,36.2
60.0,31.4
82.8,176.88002
74.2,48.4
71.6,24.0
71.8,152.95465
73.0,52.2
48.1,29.4
67.0,57.7
75.3,139.06108
66.9,48.4
73.0,54.7
72.2,63.7
55.8,37.3
71.7,46.1
76.0,47.8
6.4,40.1
56.0,26.9
61.8,49.6
70.5,188.88504
4.5,68.2
48.2,28.7
72.3,49.7
75.4,62.4
86.4,171.00473
56.0,26.8
58.4,28.6
71.9,38.2
52.1,31.4
86.7,55.9
96.7,65.3
77.7,193.03203
64.7,37.4
69.0,49.9
62.1,40.0
56.6,33.5
71.6,62.4
77.2,56.3
51.0,30.0
73.6,46.6
79.3,61.8
83.8,54.6
68.2,36.4
67.0,50.3
47.0,26.3
62.1,196.0487
58.5,37.1
50.6,30.2
85.9,46.7
71.9,58.8
71.3,52.8
78.9,51.4
